,year,type,activity,sex,age,fatal_y_n,time,species,latitude,longitude
3385,1919.0,Unprovoked,Swimming,M,Young Adult,N,Other,Other,-22.1646782,144.5844903
3386,1915.0,Unprovoked,Wading,M,Others,Y,Other,Other,44.9882383,37.25603863858871
3387,1912.0,Unprovoked,Swimming,M,Teenager,N,Noon,Other,-31.8759835,147.2869493
3391,1907.0,Unprovoked,Other,M,Others,Y,Other,Other,19.593801499999998,-155.42837009716908
3392,1906.0,Unprovoked,Diving,M,Others,N,Other,Other,19.593801499999998,-155.42837009716908
3397,1900.0,Unprovoked,Floating,M,Others,N,Other,Other,19.593801499999998,-155.42837009716908
3399,1896.0,Unprovoked,Other,M,Others,Y,Other,Other,-43.586562,171.21232939964904
3400,1896.0,Unprovoked,Other,M,Others,Y,Other,Other,-25.2303005,121.0187246
3401,1894.0,Unprovoked,Bathing,M,Others,N,Other,Other,35.6729639,-79.0392919
3406,1884.0,Provoked,Other,F,Others,Y,Night,Other,43.42641745,6.722661820523729
3412,1853.0,Unprovoked,Swimming,M,Others,Y,Other,Other,33.6874388,-80.4363743
3415,1700.0,Unprovoked,Bathing,M,Others,N,Other,White shark,43.42641745,6.722661820523729
3417,1972.0,Unprovoked,Other,F,Teenager,N,Other,Other,-22.1646782,144.5844903
3420,1972.0,Unprovoked,Bathing,M,Others,Y,Other,Other,-17.7507964,48.7524743
3421,2023.0,Provoked,Other,M,Others,N,Other,Tiger shark,19.593801499999998,-155.42837009716908
3422,2022.0,Unprovoked,Surfing,M,Others,N,Evening,Other,36.7014631,-118.755997
3423,2022.0,Unprovoked,Snorkeling,M,Senior,Y,Other,Other,26.5707754,128.0255901
3425,2022.0,Unprovoked,Swimming,M,Senior,Y,Other,Tiger shark,12.537597850000001,-81.72041550499901
3426,2022.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Bull shark,-31.8759835,147.2869493
3427,2022.0,Unprovoked,Surfing,M,Teenager,N,Evening,Other,27.7567667,-81.4639835
3428,2020.0,Unprovoked,Surfing,M,Senior,Y,Morning,Other,19.593801499999998,-155.42837009716908
3429,2020.0,Unprovoked,Surfing,M,Child,N,Morning,Other,33.6874388,-80.4363743
3430,2020.0,Unprovoked,Surfing,F,Young Adult,N,Evening,Other,27.7567667,-81.4639835
3431,2020.0,Unprovoked,Surfing,M,Others,N,Noon,Other,-36.5986096,144.6780052
3432,2019.0,Unprovoked,Snorkeling,M,Others,N,Other,Other,-53.1420708,-70.8775823
3433,2019.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3434,2019.0,Unprovoked,Swimming,M,Child,N,Noon,Other,-22.2745264,166.442419
3435,2019.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Noon,4' shark,27.7567667,-81.4639835
3436,2018.0,Unprovoked,Surfing,M,Teenager,N,Morning,Other,35.6729639,-79.0392919
3437,2018.0,Unprovoked,Spearfishing,M,Middle-aged Adult,N,Morning,Other,31.2638905,-98.5456116
3438,2018.0,Unprovoked,Surfing,M,Teenager,N,Morning,Other,27.7567667,-81.4639835
3440,2018.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Morning,Other,-25.2303005,121.0187246
3441,2017.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Other,-31.8759835,147.2869493
3442,2017.0,Unprovoked,Other,M,Others,Y,Other,Other,-33.546977,20.72753
3443,2017.0,Unprovoked,Spearfishing,M,Others,N,Noon,5' shark,-20.35569395,-40.28820017262445
3444,2017.0,Unprovoked,Other,F,Child,N,Other,Other,33.6874388,-80.4363743
3445,2016.0,Unprovoked,Free diving,M,Senior,N,Morning,Other,-25.2303005,121.0187246
3446,2016.0,Unprovoked,Surfing,M,Others,N,Other,Other,-36.5986096,144.6780052
3447,2016.0,Unprovoked,Body surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3449,2016.0,Unprovoked,Surfing,F,Teenager,N,Morning,Other,19.593801499999998,-155.42837009716908
3450,2015.0,Unprovoked,Other,F,Middle-aged Adult,N,Evening,Other,36.7014631,-118.755997
3452,2014.0,Unprovoked,Snorkeling,M,Middle-aged Adult,N,Noon,Other,19.593801499999998,-155.42837009716908
3453,2014.0,Unprovoked,Other,F,Young Adult,N,Other,Other,-22.1646782,144.5844903
3454,2013.0,Unprovoked,Swimming,F,Middle-aged Adult,N,Noon,Other,27.7567667,-81.4639835
3455,2013.0,Unprovoked,Swimming,M,Middle-aged Adult,N,Other,Other,-32.2171831,26.6386401
3456,2012.0,Unprovoked,Swimming,F,Middle-aged Adult,N,Noon,Other,19.593801499999998,-155.42837009716908
3457,2012.0,Provoked,Shark fishing,M,Middle-aged Adult,N,Other,Other,56.45939405,-5.862222310353311
3458,2012.0,Unprovoked,Spearfishing,M,Others,N,Other,Other,25.08845335,-76.13458356483177
3459,2012.0,Unprovoked,Wading,F,Child,N,Morning,Other,35.6729639,-79.0392919
3460,2011.0,Unprovoked,Swimming,M,Child,N,Other,Other,-22.1646782,144.5844903
3461,2011.0,Unprovoked,Surfing,M,Others,N,Other,Other,43.9792797,-120.737257
3462,2011.0,Unprovoked,Other,M,Young Adult,N,Other,Other,33.2588817,-86.8295337
3463,2011.0,Unprovoked,Wading,F,Others,N,Evening,Other,35.6729639,-79.0392919
3466,2010.0,Unprovoked,Body boarding,M,Teenager,N,Noon,6' shark,19.593801499999998,-155.42837009716908
3467,2010.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Noon,Other,19.593801499999998,-155.42837009716908
3468,2010.0,Unprovoked,Other,M,Teenager,N,Other,Other,-25.2303005,121.0187246
3469,2010.0,Unprovoked,Snorkeling,F,Child,N,Other,Other,-10.416667,142.166667
3470,2010.0,Unprovoked,Surfing,M,Others,N,Other,Other,-32.2171831,26.6386401
3471,2009.0,Unprovoked,Kayaking,M,Young Adult,N,Morning,Other,-30.5343665,135.6301212
3472,2009.0,Provoked,Other,M,Young Adult,Y,Other,Other,-8.4116316,-37.5919699
3473,2009.0,Unprovoked,Swimming,F,Young Adult,N,Noon,Other,36.7014631,-118.755997
3474,2009.0,Unprovoked,Surfing,M,Others,N,Morning,Other,19.593801499999998,-155.42837009716908
3475,2009.0,Provoked,Wading,M,Young Adult,N,Other,Other,-25.2303005,121.0187246
3476,2009.0,Unprovoked,Snorkeling,M,Young Adult,N,Morning,Other,-31.8759835,147.2869493
3477,2008.0,Unprovoked,Scuba diving,F,Others,N,Other,Other,25.5867279,34.16946410259507
3479,2007.0,Unprovoked,Surfing,M,Others,N,Noon,Other,-31.8759835,147.2869493
3480,2007.0,Unprovoked,Wading,F,Others,N,Evening,Other,33.6874388,-80.4363743
3481,2007.0,Provoked,Other,F,Middle-aged Adult,N,Other,Other,37.1232245,-78.4927721
3482,2007.0,Unprovoked,Wading,F,Middle-aged Adult,N,Noon,Other,-25.2303005,121.0187246
3483,2006.0,Unprovoked,Swimming,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3484,2006.0,Unprovoked,Spearfishing,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
3485,2005.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Other,36.7014631,-118.755997
3486,2005.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-33.546977,20.72753
3487,2005.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Noon,Other,-30.5343665,135.6301212
3490,2004.0,Unprovoked,Swimming,F,Teenager,N,Evening,1.8 m [6'] shark,35.6729639,-79.0392919
3491,2004.0,Unprovoked,Surfing,M,Senior,Y,Morning,Tiger shark,19.593801499999998,-155.42837009716908
3492,2003.0,Unprovoked,Surfing,F,Young Adult,N,Noon,4' shark,27.7567667,-81.4639835
3493,2003.0,Unprovoked,Standing,M,Others,N,Other,Other,-31.8759835,147.2869493
3495,2003.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3496,2003.0,Unprovoked,Swimming,M,Senior,Y,Other,Other,-22.1646782,144.5844903
3497,2002.0,Unprovoked,Swimming,M,Young Adult,Y,Night,Bull shark,-22.1646782,144.5844903
3498,2002.0,Unprovoked,Boogie boarding,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3499,2002.0,Unprovoked,Swimming,F,Senior,N,Morning,Other,19.593801499999998,-155.42837009716908
3500,2002.0,Provoked,Other,M,Middle-aged Adult,N,Evening,Other,27.7567667,-81.4639835
3501,2002.0,Unprovoked,Standing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3502,2002.0,Provoked,Surfing,M,Teenager,N,Evening,Other,27.7567667,-81.4639835
3503,2002.0,Unprovoked,Other,M,Teenager,N,Other,Other,-10.0226491,151.5800288
3504,2002.0,Unprovoked,Fishing,M,Teenager,N,Night,Other,-28.503833,30.8875009
3505,2001.0,Unprovoked,Swimming,M,Young Adult,Y,Evening,Other,35.6729639,-79.0392919
3506,2001.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
3507,2000.0,Unprovoked,Other,F,Senior,N,Morning,Other,19.593801499999998,-155.42837009716908
3508,2000.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,35.6729639,-79.0392919
3509,2000.0,Unprovoked,Swimming,M,Middle-aged Adult,N,Morning,Bull shark,33.2588817,-86.8295337
3510,1999.0,Unprovoked,Surfing,M,Teenager,N,Evening,Other,27.7567667,-81.4639835
3511,1999.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,-32.2171831,26.6386401
3512,1999.0,Unprovoked,Other,M,Teenager,N,Other,Other,19.593801499999998,-155.42837009716908
3513,1998.0,Unprovoked,Body boarding,M,Teenager,N,Other,Other,-32.2171831,26.6386401
3514,1997.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,27.7567667,-81.4639835
3515,1997.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3516,1997.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Other,27.7567667,-81.4639835
3517,1997.0,Unprovoked,Snorkeling,M,Young Adult,N,Morning,Other,-22.1646782,144.5844903
3519,1996.0,Unprovoked,Swimming,M,Middle-aged Adult,Y,Other,Other,24.69898225,124.71827774798032
3520,1994.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Noon,Other,43.9792797,-120.737257
3521,1994.0,Unprovoked,Other,F,Teenager,N,Morning,Other,-29.72938985,-52.41946898537459
3522,1993.0,Unprovoked,Swimming,M,Senior,Y,Morning,Other,22.4300716,114.0724197
3523,1992.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,-32.2171831,26.6386401
3524,1992.0,Unprovoked,Swimming,M,Teenager,N,Evening,Other,-28.503833,30.8875009
3525,1991.0,Unprovoked,Snorkeling,F,Others,N,Morning,Other,19.593801499999998,-155.42837009716908
3526,1991.0,Unprovoked,Boogie boarding,M,Teenager,N,Other,Other,37.1232245,-78.4927721
3527,1989.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Other,-32.2171831,26.6386401
3528,1989.0,Watercraft,Kayaking,M,Others,N,Other,Other,-25.2303005,121.0187246
3529,1988.0,Unprovoked,Scuba diving,M,Middle-aged Adult,N,Other,Other,35.6729639,-79.0392919
3530,1988.0,Unprovoked,Surfing,M,Young Adult,N,Evening,Other,27.7567667,-81.4639835
3532,1987.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3534,1984.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3535,1984.0,Unprovoked,Other,M,Others,Y,Other,Other,-5.525115,120.2284286
3536,1984.0,Unprovoked,Swimming,F,Teenager,N,Noon,Other,31.2638905,-98.5456116
3537,1984.0,Unprovoked,Spearfishing,M,Young Adult,N,Noon,Other,-33.546977,20.72753
3538,1983.0,Unprovoked,Other,M,Young Adult,N,Morning,Other,-20.35569395,-40.28820017262445
3539,1982.0,Unprovoked,Other,M,Others,N,Other,Other,19.593801499999998,-155.42837009716908
3540,1981.0,Provoked,Spearfishing,M,Teenager,N,Other,Other,27.7567667,-81.4639835
3541,1981.0,Unprovoked,Spearfishing,M,Others,N,Evening,Other,27.7567667,-81.4639835
3542,1980.0,Unprovoked,Swimming,M,Teenager,Y,Other,Other,-8.4116316,-37.5919699
3543,1979.0,Unprovoked,Other,M,Others,Y,Other,Other,7.9863072,98.3019903
3545,1978.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
3547,1977.0,Unprovoked,Surfing,M,Teenager,N,Morning,Other,-32.2171831,26.6386401
3548,1977.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-31.8759835,147.2869493
3549,1976.0,Unprovoked,Surfing,M,Teenager,N,Morning,Other,27.7567667,-81.4639835
3551,1974.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,-28.503833,30.8875009
3552,1972.0,Unprovoked,Surfing,M,Others,N,Morning,Other,36.7014631,-118.755997
3553,1972.0,Unprovoked,Other,M,Others,Y,Other,Other,-22.1646782,144.5844903
3554,1971.0,Unprovoked,Scuba diving,M,Young Adult,N,Noon,Other,36.7014631,-118.755997
3555,1971.0,Unprovoked,Free diving,M,Others,N,Other,White shark,36.7014631,-118.755997
3556,1971.0,Unprovoked,Other,M,Others,N,Other,Other,31.5563051,49.0058885
3557,1968.0,Unprovoked,Other,M,Others,N,Other,Other,59.074495850000005,16.32211780440771
3558,1968.0,Provoked,Other,F,Others,N,Other,3' shark,-38.00353045,175.95782102762962
3562,1967.0,Provoked,Other,M,Others,N,Other,Other,37.587794,14.155048
3563,1967.0,Unprovoked,Other,M,Young Adult,Y,Evening,Other,-43.586562,171.21232939964904
3564,1967.0,Provoked,Other,M,Others,N,Other,Other,-33.546977,20.72753
3566,1965.0,Unprovoked,Diving,M,Others,N,Other,Other,-23.3119714,-51.1972178
3567,1964.0,Unprovoked,Other,M,Young Adult,N,Noon,Other,-36.5986096,144.6780052
3572,1961.0,Unprovoked,Treading water,M,Teenager,N,Noon,Other,-28.503833,30.8875009
3576,1961.0,Provoked,Fishing,M,Others,N,Other,Other,-19.8516101,133.2303375
3577,1960.0,Unprovoked,Other,M,Young Adult,N,Noon,Other,32.2832799,-64.7752045
3578,1960.0,Unprovoked,Swimming,F,Child,Y,Other,Other,-23.328398,32.8066057
3579,1959.0,Unprovoked,Other,M,Teenager,N,Morning,Other,-22.1646782,144.5844903
3580,1959.0,Provoked,Fishing,M,Others,N,Other,Other,45.193434499999995,13.915053587355306
3581,1959.0,Unprovoked,Other,M,Teenager,N,Other,Other,-42.035067,146.6366887
3582,1959.0,Provoked,Other,M,Others,N,Other,Other,-3.84513925,-32.4063735
3583,1957.0,Unprovoked,Swimming,M,Senior,Y,Noon,White shark,35.6729639,-79.0392919
3585,1957.0,Unprovoked,Other,M,Others,N,Other,Bull shark,27.7567667,-81.4639835
3586,1956.0,Unprovoked,Other,M,Young Adult,Y,Other,Other,-19.121593,-44.37739
3587,1956.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-25.2303005,121.0187246
3588,1956.0,Unprovoked,Other,M,Teenager,N,Other,Other,-10.416667,142.166667
3589,1955.0,Unprovoked,Spearfishing,M,Others,N,Other,Other,-2.10326445,146.93254478025523
3590,1955.0,Provoked,Other,M,Young Adult,N,Other,6' shark,-22.1646782,144.5844903
3591,1955.0,Unprovoked,Spearfishing,M,Others,N,Other,Other,-2.10326445,146.93254478025523
3592,1955.0,Unprovoked,Other,M,Teenager,Y,Noon,Other,-31.8759835,147.2869493
3593,1954.0,Unprovoked,Other,M,Young Adult,Y,Other,Other,-10.416667,142.166667
3594,1954.0,Provoked,Surf fishing,M,Others,N,Other,Other,40.0757384,-74.4041622
3595,1954.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-0.62881505,-90.3638752022324
3596,1954.0,Provoked,Spearfishing,M,Others,N,Other,Other,19.619217,37.211709
3597,1954.0,Unprovoked,Other,M,Others,N,Other,Other,32.0282434,49.382318
3599,1952.0,Provoked,Spearfishing,M,Others,N,Other,Other,20.0,36.0
3600,1951.0,Unprovoked,Other,M,Senior,Y,Other,Other,-22.1646782,144.5844903
3601,1951.0,Unprovoked,Other,M,Others,N,Other,Other,40.54881555,17.08058012454743
3602,1951.0,Unprovoked,Free diving,M,Teenager,N,Noon,Other,44.9882383,37.25603863858871
3604,1950.0,Provoked,Diving,M,Teenager,N,Other,Other,-19.8516101,133.2303375
3605,1950.0,Unprovoked,Other,M,Others,N,Other,Other,-32.2171831,26.6386401
3606,1949.0,Sea Disaster,Other,M,Others,Y,Other,Other,29.2073286,112.4078663
3607,1947.0,Unprovoked,Body surfing,M,Teenager,N,Evening,Other,-28.503833,30.8875009
3608,1946.0,Unprovoked,Swimming,M,Teenager,N,Other,Other,-31.8759835,147.2869493
3609,1945.0,Unprovoked,Swimming,M,Others,Y,Noon,Other,-22.1646782,144.5844903
3610,1944.0,Unprovoked,Standing,M,Young Adult,Y,Morning,Other,-28.503833,30.8875009
3613,1940.0,Unprovoked,Swimming,M,Teenager,Y,Noon,Other,-28.503833,30.8875009
3615,1937.0,Unprovoked,Pearl diving,M,Others,Y,Other,Other,-19.8516101,133.2303375
3617,1935.0,Provoked,Other,M,Others,N,Other,Other,-28.503833,30.8875009
3618,1933.0,Unprovoked,Bathing,M,Others,N,Other,Other,33.6874388,-80.4363743
3619,1933.0,Unprovoked,Other,M,Others,N,Other,Other,-31.8759835,147.2869493
3620,1931.0,Unprovoked,Other,M,Others,Y,Other,Other,-49.19696485,70.22895613602488
3621,1929.0,Unprovoked,Other,M,Others,N,Other,Other,-22.1646782,144.5844903
3622,1928.0,Watercraft,Other,M,Young Adult,N,Other,Other,16.3876268,73.7308816
3624,1923.0,Unprovoked,Other,M,Others,N,Other,Other,-22.1646782,144.5844903
3626,1923.0,Provoked,Other,M,Others,N,Other,Other,40.0757384,-74.4041622
3627,1922.0,Unprovoked,Swimming,M,Teenager,Y,Noon,White shark,-31.8759835,147.2869493
3628,1921.0,Unprovoked,Other,M,Others,N,Other,Other,-10.416667,142.166667
3629,1920.0,Sea Disaster,Other,M,Others,Y,Other,Other,10.95,124.85
3630,1920.0,Unprovoked,Other,M,Others,N,Other,Other,-10.416667,142.166667
3631,1917.0,Unprovoked,Swimming,M,Others,N,Morning,Other,-25.2303005,121.0187246
3632,1914.0,Unprovoked,Swimming,M,Others,N,Other,Other,-22.1646782,144.5844903
3633,1914.0,Sea Disaster,Other,M,Others,Y,Other,Other,-22.27584205,166.6417946075743
3634,1909.0,Sea Disaster,Other,M,Others,Y,Other,Other,-22.1646782,144.5844903
3635,1906.0,Unprovoked,Swimming,M,Others,Y,Other,Other,19.593801499999998,-155.42837009716908
3636,1902.0,Unprovoked,Swimming,M,Young Adult,Y,Evening,Other,11.308002550000001,-84.75506926960063
3638,1897.0,Unprovoked,Swimming,M,Others,Y,Other,Other,-23.95691995,-46.33120187186698
3639,1894.0,Unprovoked,Bathing,M,Teenager,N,Other,Other,-31.8759835,147.2869493
3640,1894.0,Unprovoked,Swimming,M,Others,Y,Other,Other,33.2588817,-86.8295337
3642,1891.0,Unprovoked,Other,M,Others,N,Other,Other,33.7529571,-78.8171271
3643,1887.0,Unprovoked,Swimming,M,Others,N,Other,Other,46.3144754,11.0480288
3644,1886.0,Unprovoked,Swimming,M,Others,Y,Other,Other,-33.546977,20.72753
3646,1883.0,Unprovoked,Fell overboard,M,Others,Y,Other,Other,27.7567667,-81.4639835
3647,1882.0,Unprovoked,Pearl diving,M,Others,Y,Other,Other,-35.29652355,149.12957364767345
3649,1878.0,Unprovoked,Other,M,Child,Y,Other,Other,-31.8759835,147.2869493
3650,1877.0,Unprovoked,Swimming,F,Others,N,Other,6' shark,-36.5986096,144.6780052
3651,1876.0,Unprovoked,Fishing,M,Others,Y,Other,Other,40.7127281,-74.0060152
3652,1876.0,Unprovoked,Other,M,Others,Y,Other,Other,34.29,36.092
3653,1874.0,Unprovoked,Bathing,M,Others,N,Other,Other,-22.1646782,144.5844903
3654,1873.0,Provoked,Other,M,Others,N,Other,Other,39.5162401,-76.9382069
3657,1863.0,Unprovoked,Fell overboard,M,Others,Y,Morning,Other,11.8587963,92.69416952614571
3658,1858.0,Unprovoked,Bathing,M,Others,N,Other,Other,35.4666707,139.6160622
3659,1853.0,Unprovoked,Other,M,Others,Y,Other,Other,27.7567667,-81.4639835
3662,1803.0,Unprovoked,Other,M,Others,N,Other,Other,-25.2303005,121.0187246
3663,1972.0,Unprovoked,Diving,M,Others,N,Other,Other,-4.05052,39.667169
3666,2023.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Other,27.7567667,-81.4639835
3668,2023.0,Unprovoked,Other,F,Teenager,N,Other,Other,27.7567667,-81.4639835
3669,2023.0,Watercraft,Other,M,Others,N,Morning,Other,27.7567667,-81.4639835
3670,2023.0,Unprovoked,Wading,M,Others,N,Evening,Other,-25.2303005,121.0187246
3671,2022.0,Unprovoked,Surfing,M,Teenager,N,Evening,Other,-36.5986096,144.6780052
3672,2022.0,Unprovoked,Swimming,F,Others,N,Morning,Other,33.6874388,-80.4363743
3673,2022.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Other,27.7567667,-81.4639835
3674,2022.0,Unprovoked,Swimming,M,Senior,N,Morning,Other,36.7014631,-118.755997
3676,2022.0,Unprovoked,Swimming,M,Others,N,Noon,Other,-31.8759835,147.2869493
3677,2022.0,Unprovoked,Other,M,Senior,Y,Morning,Other,29.3333331,-110.6666671
3678,2022.0,Provoked,Other,M,Others,N,Morning,Other,-28.503833,30.8875009
3679,2021.0,Unprovoked,Surfing,M,Others,N,Noon,Other,-25.2303005,121.0187246
3680,2021.0,Unprovoked,Boogie boarding,M,Child,N,Noon,Other,27.7567667,-81.4639835
3681,2021.0,Unprovoked,Other,M,Middle-aged Adult,N,Other,Other,29.5266483,35.0075433
3682,2021.0,Unprovoked,Snorkeling,M,Child,N,Morning,Other,-25.2303005,121.0187246
3683,2021.0,Unprovoked,Other,M,Young Adult,N,Noon,Other,19.593801499999998,-155.42837009716908
3684,2021.0,Unprovoked,Paddle boarding,M,Senior,N,Noon,Other,-25.2303005,121.0187246
3685,2021.0,Unprovoked,Surfing,M,Others,N,Noon,Other,19.593801499999998,-155.42837009716908
3686,2021.0,Unprovoked,Swimming,M,Senior,N,Evening,Other,-38.00353045,175.95782102762962
3687,2020.0,Unprovoked,Spearfishing,M,Young Adult,N,Noon,Other,33.6436885,-117.6402883
3689,2020.0,Unprovoked,Surfing,M,Others,N,Morning,Other,19.593801499999998,-155.42837009716908
3690,2019.0,Unprovoked,Snorkeling,M,Young Adult,N,Other,Other,30.0338923,-115.1425107
3691,2019.0,Unprovoked,Spearfishing,M,Young Adult,N,Noon,Other,-17.762453299999997,177.43747042786867
3692,2019.0,Unprovoked,Other,F,Others,N,Noon,Other,35.6729639,-79.0392919
3693,2019.0,Unprovoked,Boogie boarding,F,Teenager,N,Morning,Other,27.7567667,-81.4639835
3694,2019.0,Unprovoked,Swimming,M,Child,N,Noon,Other,35.6729639,-79.0392919
3695,2018.0,Provoked,Other,M,Middle-aged Adult,N,Morning,Wobbegong shark,-31.8759835,147.2869493
3697,2017.0,Unprovoked,Surfing,F,Teenager,N,Other,Other,27.7567667,-81.4639835
3698,2017.0,Unprovoked,Swimming,M,Others,N,Noon,Other,27.7567667,-81.4639835
3699,2017.0,Unprovoked,Snorkeling,M,Young Adult,Y,Evening,Other,25.5818014,-111.5706164
3700,2017.0,Unprovoked,Snorkeling,F,Others,N,Other,Other,-25.2303005,121.0187246
3701,2017.0,Unprovoked,Surfing,M,Others,N,Other,Other,-25.2303005,121.0187246
3702,2017.0,Unprovoked,Swimming,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
3703,2017.0,Unprovoked,Other,M,Middle-aged Adult,N,Other,Other,25.720065,-79.2744573
3704,2017.0,Unprovoked,Other,M,Others,N,Noon,Other,27.7567667,-81.4639835
3706,2016.0,Unprovoked,Snorkeling,M,Teenager,N,Other,Other,25.0302511,-77.39603414176767
3707,2016.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
3708,2016.0,Unprovoked,Other,F,Child,N,Morning,Other,27.7567667,-81.4639835
3709,2016.0,Unprovoked,Surfing,M,Child,N,Noon,Other,35.6729639,-79.0392919
3710,2016.0,Unprovoked,Other,M,Senior,N,Morning,Other,9.6941423,-74.8093444
3711,2016.0,Unprovoked,Surfing,M,Young Adult,Y,Noon,White shark,-25.2303005,121.0187246
3712,2016.0,Unprovoked,Swimming,F,Young Adult,N,Evening,Other,27.7567667,-81.4639835
3713,2016.0,Unprovoked,Swimming,M,Middle-aged Adult,N,Other,Other,-26.9924395,-48.6339782
3714,2015.0,Unprovoked,Fishing,M,Teenager,N,Night,Other,-22.779116,34.5661741
3715,2015.0,Unprovoked,Surf-skiing,M,Senior,N,Morning,Other,-31.8759835,147.2869493
3716,2015.0,Unprovoked,Other,M,Child,N,Other,Other,27.7567667,-81.4639835
3718,2014.0,Unprovoked,Surfing,F,Young Adult,N,Morning,Other,19.593801499999998,-155.42837009716908
3720,2014.0,Unprovoked,Swimming,F,Young Adult,N,Noon,Bull shark,27.7567667,-81.4639835
3721,2014.0,Unprovoked,Body boarding,F,Middle-aged Adult,N,Morning,Other,27.7567667,-81.4639835
3722,2013.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Evening,Wobbegong shark,-31.8759835,147.2869493
3723,2013.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Tiger shark,19.593801499999998,-155.42837009716908
3724,2012.0,Unprovoked,Swimming,M,Young Adult,Y,Morning,Other,25.0000001,-107.5000001
3726,2012.0,Unprovoked,Other,M,Middle-aged Adult,N,Morning,Other,17.666667,-100.0
3727,2012.0,Unprovoked,Surfing,M,Teenager,N,Noon,4' to 5' shark,27.7567667,-81.4639835
3728,2012.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Other,White shark,43.9792797,-120.737257
3729,2011.0,Unprovoked,Other,M,Middle-aged Adult,N,Other,Other,-21.1970506,55.8194011
3730,2011.0,Unprovoked,Surfing,M,Young Adult,N,Other,White shark,36.7014631,-118.755997
3731,2011.0,Unprovoked,Other,M,Others,N,Other,Other,27.7567667,-81.4639835
3732,2011.0,Unprovoked,Scuba diving,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
3733,2011.0,Unprovoked,Snorkeling,F,Others,N,Other,Other,5.8098265,100.6715035
3734,2011.0,Provoked,Other,M,Young Adult,N,Other,Other,19.166667,-104.0
3736,2010.0,Unprovoked,Surfing,M,Others,N,Other,Other,27.7567667,-81.4639835
3737,2010.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Morning,Other,-31.8759835,147.2869493
3738,2009.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,36.7014631,-118.755997
3739,2009.0,Unprovoked,Diving,M,Young Adult,N,Other,Other,-25.2303005,121.0187246
3740,2009.0,Unprovoked,Wading,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3741,2009.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Morning,Other,-31.8759835,147.2869493
3742,2008.0,Unprovoked,Fishing,M,Child,N,Noon,Other,27.7567667,-81.4639835
3744,2008.0,Unprovoked,Other,M,Others,N,Other,White shark,-30.29288855,153.12434318519155
3745,2008.0,Unprovoked,Swimming,M,Middle-aged Adult,N,Morning,Other,33.6874388,-80.4363743
3747,2008.0,Unprovoked,Wading,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3748,2007.0,Unprovoked,Playing,M,Child,N,Morning,Other,33.6874388,-80.4363743
3749,2006.0,Provoked,Other,M,Others,N,Other,Other,27.7567667,-81.4639835
3750,2006.0,Unprovoked,Walking,M,Child,N,Noon,Other,27.7567667,-81.4639835
